Result	Total	Test_Condition	Iteration	N
FP	12	Unbalanced JS	12	0
TN	12	Unbalanced JS	12	2146
TP	12	Unbalanced JS	12	196
FN	12	Unbalanced JS	13	3211
FP	12	Unbalanced JS	13	6
TN	12	Unbalanced JS	13	2155
TP	12	Unbalanced JS	13	437
FN	12	Unbalanced JS	14	3176
FP	12	Unbalanced JS	14	0
TN	12	Unbalanced JS	14	2155
TP	12	Unbalanced JS	14	454
FN	12	Unbalanced JS	15	3333
FP	12	Unbalanced JS	15	9
TN	12	Unbalanced JS	15	2154
TP	12	Unbalanced JS	15	316
FN	12	Unbalanced JS	16	3058
FP	12	Unbalanced JS	16	4
TN	12	Unbalanced JS	16	2148
TP	12	Unbalanced JS	16	569
FN	12	Unbalanced JS	17	2253
FP	12	Unbalanced JS	17	159
TN	12	Unbalanced JS	17	1998
TP	12	Unbalanced JS	17	1393
FN	12	Unbalanced JS	18	3403
FP	12	Unbalanced JS	18	0
TN	12	Unbalanced JS	18	2159
TP	12	Unbalanced JS	18	224
FN	12	Unbalanced JS	19	2779
FP	12	Unbalanced JS	19	68
TN	12	Unbalanced JS	19	2087
TP	12	Unbalanced JS	19	870
FN	12	Unbalanced JS	20	3328
FP	12	Unbalanced JS	20	4
TN	12	Unbalanced JS	20	2155
TP	12	Unbalanced JS	20	301
FN	12	Unbalanced JS	21	3227
FP	12	Unbalanced JS	21	1
TN	12	Unbalanced JS	21	2162
TP	12	Unbalanced JS	21	422
FN	12	Unbalanced JS	22	3459
FP	12	Unbalanced JS	22	3
TN	12	Unbalanced JS	22	2149
TP	12	Unbalanced JS	22	168
FN	12	Unbalanced JS	23	3044
FP	12	Unbalanced JS	23	178
TN	12	Unbalanced JS	23	1985
TP	12	Unbalanced JS	23	605
FN	12	Unbalanced JS	24	3328
FP	12	Unbalanced JS	24	2
TN	12	Unbalanced JS	24	2148
TP	12	Unbalanced JS	24	299
FN	12	Unbalanced JS	25	3207
FP	12	Unbalanced JS	25	6
TN	12	Unbalanced JS	25	2156
TP	12	Unbalanced JS	25	441
FN	12	Unbalanced JS	26	3346
FP	12	Unbalanced JS	26	1
TN	12	Unbalanced JS	26	2148
TP	12	Unbalanced JS	26	279
FN	12	Unbalanced JS	27	2318
FP	12	Unbalanced JS	27	16
TN	12	Unbalanced JS	27	2148
TP	12	Unbalanced JS	27	1332
FN	12	Unbalanced JS	28	2542
FP	12	Unbalanced JS	28	491
TN	12	Unbalanced JS	28	1662
TP	12	Unbalanced JS	28	1083
FN	12	Unbalanced JS	29	3115
FP	12	Unbalanced JS	29	0
TN	12	Unbalanced JS	29	2162
TP	12	Unbalanced JS	29	535
FN	12	Unbalanced JS	30	3101
FP	12	Unbalanced JS	30	2
TN	12	Unbalanced JS	30	2153
TP	12	Unbalanced JS	30	532
FN	12	Unbalanced OLS	1	3058
FP	12	Unbalanced OLS	1	2
TN	12	Unbalanced OLS	1	2156
TP	12	Unbalanced OLS	1	590
FN	12	Unbalanced OLS	2	3193
FP	12	Unbalanced OLS	2	1
TN	12	Unbalanced OLS	2	2157
TP	12	Unbalanced OLS	2	433
FN	12	Unbalanced OLS	3	2460
FP	12	Unbalanced OLS	3	26
TN	12	Unbalanced OLS	3	2134
TP	12	Unbalanced OLS	3	1190
FN	12	Unbalanced OLS	4	3358
FP	12	Unbalanced OLS	4	2
TN	12	Unbalanced OLS	4	2149
TP	12	Unbalanced OLS	4	264
FN	12	Unbalanced OLS	5	2439
FP	12	Unbalanced OLS	5	31
TN	12	Unbalanced OLS	5	2127
TP	12	Unbalanced OLS	5	1205
FN	12	Unbalanced OLS	6	3524
FP	12	Unbalanced OLS	6	5
TN	12	Unbalanced OLS	6	2148
TP	12	Unbalanced OLS	6	100
FN	12	Unbalanced OLS	7	3120
FP	12	Unbalanced OLS	7	38
TN	12	Unbalanced OLS	7	2123
TP	12	Unbalanced OLS	7	528
FN	12	Unbalanced OLS	8	3486
FP	12	Unbalanced OLS	8	1
TN	12	Unbalanced OLS	8	2160
TP	12	Unbalanced OLS	8	141
FN	12	Unbalanced OLS	9	3349
FP	12	Unbalanced OLS	9	2
TN	12	Unbalanced OLS	9	2158
TP	12	Unbalanced OLS	9	301
FN	12	Unbalanced OLS	10	3571
FP	12	Unbalanced OLS	10	0
TN	12	Unbalanced OLS	10	2152
TP	12	Unbalanced OLS	10	62
FN	12	Unbalanced OLS	11	2836
FP	12	Unbalanced OLS	11	5
TN	12	Unbalanced OLS	11	2156
TP	12	Unbalanced OLS	11	812
FN	12	Unbalanced OLS	12	3479
FP	12	Unbalanced OLS	12	0
TN	12	Unbalanced OLS	12	2146
TP	12	Unbalanced OLS	12	147
FN	12	Unbalanced OLS	13	3380
FP	12	Unbalanced OLS	13	1
TN	12	Unbalanced OLS	13	2160
TP	12	Unbalanced OLS	13	268
FN	12	Unbalanced OLS	14	3338
FP	12	Unbalanced OLS	14	0
TN	12	Unbalanced OLS	14	2155
TP	12	Unbalanced OLS	14	292
FN	12	Unbalanced OLS	15	3373
FP	12	Unbalanced OLS	15	1
TN	12	Unbalanced OLS	15	2162
TP	12	Unbalanced OLS	15	276
FN	12	Unbalanced OLS	16	3188
FP	12	Unbalanced OLS	16	0
TN	12	Unbalanced OLS	16	2152
TP	12	Unbalanced OLS	16	439
FN	12	Unbalanced OLS	17	2384
FP	12	Unbalanced OLS	17	122
TN	12	Unbalanced OLS	17	2035
TP	12	Unbalanced OLS	17	1262
FN	12	Unbalanced OLS	18	3483
FP	12	Unbalanced OLS	18	0
TN	12	Unbalanced OLS	18	2159
TP	12	Unbalanced OLS	18	144
FN	12	Unbalanced OLS	19	2860
FP	12	Unbalanced OLS	19	52
TN	12	Unbalanced OLS	19	2103
TP	12	Unbalanced OLS	19	789
FN	12	Unbalanced OLS	20	3424
FP	12	Unbalanced OLS	20	2
TN	12	Unbalanced OLS	20	2157
TP	12	Unbalanced OLS	20	205
FN	12	Unbalanced OLS	21	3331
FP	12	Unbalanced OLS	21	1
TN	12	Unbalanced OLS	21	2162
TP	12	Unbalanced OLS	21	318
FN	12	Unbalanced OLS	22	3504
FP	12	Unbalanced OLS	22	2
TN	12	Unbalanced OLS	22	2150
TP	12	Unbalanced OLS	22	123
FN	12	Unbalanced OLS	23	3258
FP	12	Unbalanced OLS	23	104
TN	12	Unbalanced OLS	23	2059
TP	12	Unbalanced OLS	23	391
FN	12	Unbalanced OLS	24	3408
FP	12	Unbalanced OLS	24	0
TN	12	Unbalanced OLS	24	2150
TP	12	Unbalanced OLS	24	219
FN	12	Unbalanced OLS	25	3303
FP	12	Unbalanced OLS	25	3
TN	12	Unbalanced OLS	25	2159
TP	12	Unbalanced OLS	25	345
FN	12	Unbalanced OLS	26	3397
FP	12	Unbalanced OLS	26	1
TN	12	Unbalanced OLS	26	2148
TP	12	Unbalanced OLS	26	228
FN	12	Unbalanced OLS	27	2458
FP	12	Unbalanced OLS	27	12
TN	12	Unbalanced OLS	27	2152
TP	12	Unbalanced OLS	27	1192
FN	12	Unbalanced OLS	28	2786
FP	12	Unbalanced OLS	28	324
TN	12	Unbalanced OLS	28	1829
TP	12	Unbalanced OLS	28	839
FN	12	Unbalanced OLS	29	3201
FP	12	Unbalanced OLS	29	0
TN	12	Unbalanced OLS	29	2162
TP	12	Unbalanced OLS	29	449
FN	12	Unbalanced OLS	30	3217
FP	12	Unbalanced OLS	30	0
TN	12	Unbalanced OLS	30	2155
TP	12	Unbalanced OLS	30	416
FN	14	Balanced	1	1655
FP	14	Balanced	1	12
TN	14	Balanced	1	2145
TP	14	Balanced	1	1994
FN	14	Balanced	2	1895
FP	14	Balanced	2	10
TN	14	Balanced	2	2146
TP	14	Balanced	2	1753
FN	14	Balanced	3	2060
FP	14	Balanced	3	9
TN	14	Balanced	3	2144
TP	14	Balanced	3	1588
FN	14	Balanced	4	1741
FP	14	Balanced	4	35
TN	14	Balanced	4	2127
TP	14	Balanced	4	1909
FN	14	Balanced	5	2673
FP	14	Balanced	5	0
TN	14	Balanced	5	2163
TP	14	Balanced	5	977
FN	14	Balanced	6	2595
FP	14	Balanced	6	5
TN	14	Balanced	6	2152
TP	14	Balanced	6	1055
FN	14	Balanced	7	2836
FP	14	Balanced	7	1
TN	14	Balanced	7	2155
TP	14	Balanced	7	811
FN	14	Balanced	8	1860
FP	14	Balanced	8	17
TN	14	Balanced	8	2140
TP	14	Balanced	8	1790
FN	14	Balanced	9	2503
FP	14	Balanced	9	0
TN	14	Balanced	9	2162
TP	14	Balanced	9	1146
FN	14	Balanced	10	2757
FP	14	Balanced	10	4
TN	14	Balanced	10	2157
TP	14	Balanced	10	890
FN	14	Balanced	11	1909
FP	14	Balanced	11	25
TN	14	Balanced	11	2133
TP	14	Balanced	11	1743
FN	14	Balanced	12	2548
FP	14	Balanced	12	0
TN	14	Balanced	12	2160
TP	14	Balanced	12	1103
FN	14	Balanced	13	1764
FP	14	Balanced	13	12
TN	14	Balanced	13	2150
TP	14	Balanced	13	1887
FN	14	Balanced	14	2405
FP	14	Balanced	14	2
TN	14	Balanced	14	2160
TP	14	Balanced	14	1241
FN	14	Balanced	15	2493
FP	14	Balanced	15	5
TN	14	Balanced	15	2149
TP	14	Balanced	15	1153
FN	14	Balanced	16	2293
FP	14	Balanced	16	26
TN	14	Balanced	16	2130
TP	14	Balanced	16	1354
FN	14	Balanced	17	2134
FP	14	Balanced	17	109
TN	14	Balanced	17	2040
TP	14	Balanced	17	1509
FN	14	Balanced	18	2091
FP	14	Balanced	18	19
TN	14	Balanced	18	2140
TP	14	Balanced	18	1557
FN	14	Balanced	19	2911
FP	14	Balanced	19	0
TN	14	Balanced	19	2161
TP	14	Balanced	19	738
FN	14	Balanced	20	2025
FP	14	Balanced	20	35
TN	14	Balanced	20	2126
TP	14	Balanced	20	1623
FN	14	Balanced	21	2002
FP	14	Balanced	21	19
TN	14	Balanced	21	2137
TP	14	Balanced	21	1648
FN	14	Balanced	22	1732
FP	14	Balanced	22	11
TN	14	Balanced	22	2152
TP	14	Balanced	22	1917
FN	14	Balanced	23	1869
FP	14	Balanced	23	19
TN	14	Balanced	23	2145
TP	14	Balanced	23	1782
FN	14	Balanced	24	1788
FP	14	Balanced	24	158
TN	14	Balanced	24	1998
TP	14	Balanced	24	1859
FN	14	Balanced	25	2387
FP	14	Balanced	25	6
TN	14	Balanced	25	2153
TP	14	Balanced	25	1264
FN	14	Balanced	26	2707
FP	14	Balanced	26	0
TN	14	Balanced	26	2160
TP	14	Balanced	26	942
FN	14	Balanced	27	2186
FP	14	Balanced	27	25
TN	14	Balanced	27	2132
TP	14	Balanced	27	1461
FN	14	Balanced	28	2498
FP	14	Balanced	28	26
TN	14	Balanced	28	2133
TP	14	Balanced	28	1151
FN	14	Balanced	29	1732
FP	14	Balanced	29	90
TN	14	Balanced	29	2073
TP	14	Balanced	29	1919
FN	14	Balanced	30	2268
FP	14	Balanced	30	10
TN	14	Balanced	30	2150
TP	14	Balanced	30	1384
FN	14	Unbalanced JS	1	3310
FP	14	Unbalanced JS	1	13
TN	14	Unbalanced JS	1	2150
TP	14	Unbalanced JS	1	338
FN	14	Unbalanced JS	2	3319
FP	14	Unbalanced JS	2	0
TN	14	Unbalanced JS	2	2158
TP	14	Unbalanced JS	2	313
FN	14	Unbalanced JS	3	3203
FP	14	Unbalanced JS	3	6
TN	14	Unbalanced JS	3	2156
TP	14	Unbalanced JS	3	443
FN	14	Unbalanced JS	4	3099
FP	14	Unbalanced JS	4	27
TN	14	Unbalanced JS	4	2121
TP	14	Unbalanced JS	4	520
FN	14	Unbalanced JS	5	3133
FP	14	Unbalanced JS	5	7
TN	14	Unbalanced JS	5	2155
TP	14	Unbalanced JS	5	515
FN	14	Unbalanced JS	6	3354
FP	14	Unbalanced JS	6	1
TN	14	Unbalanced JS	6	2158
TP	14	Unbalanced JS	6	275
FN	14	Unbalanced JS	7	2854
FP	14	Unbalanced JS	7	6
TN	14	Unbalanced JS	7	2154
TP	14	Unbalanced JS	7	793
FN	14	Unbalanced JS	8	3341
FP	14	Unbalanced JS	8	3
TN	14	Unbalanced JS	8	2148
TP	14	Unbalanced JS	8	287
FN	14	Unbalanced JS	9	2585
FP	14	Unbalanced JS	9	67
TN	14	Unbalanced JS	9	2096
TP	14	Unbalanced JS	9	1062
FN	14	Unbalanced JS	10	3383
FP	14	Unbalanced JS	10	1
TN	14	Unbalanced JS	10	2149
TP	14	Unbalanced JS	10	240
FN	14	Unbalanced JS	11	2246
FP	14	Unbalanced JS	11	336
TN	14	Unbalanced JS	11	1824
TP	14	Unbalanced JS	11	1401
FN	14	Unbalanced JS	12	3353
FP	14	Unbalanced JS	12	16
TN	14	Unbalanced JS	12	2137
TP	14	Unbalanced JS	12	274
FN	14	Unbalanced JS	13	2669
FP	14	Unbalanced JS	13	8
TN	14	Unbalanced JS	13	2152
TP	14	Unbalanced JS	13	979
FN	14	Unbalanced JS	14	3516
FP	14	Unbalanced JS	14	1
TN	14	Unbalanced JS	14	2151
TP	14	Unbalanced JS	14	108
FN	14	Unbalanced JS	15	2913
FP	14	Unbalanced JS	15	11
TN	14	Unbalanced JS	15	2150
TP	14	Unbalanced JS	15	736
FN	14	Unbalanced JS	16	2469
FP	14	Unbalanced JS	16	374
TN	14	Unbalanced JS	16	1776
TP	14	Unbalanced JS	16	1153
FN	14	Unbalanced JS	17	2100
FP	14	Unbalanced JS	17	609
TN	14	Unbalanced JS	17	1549
TP	14	Unbalanced JS	17	1547
FN	14	Unbalanced JS	18	3445
FP	14	Unbalanced JS	18	1
TN	14	Unbalanced JS	18	2154
TP	14	Unbalanced JS	18	180
FN	14	Unbalanced JS	19	3107
FP	14	Unbalanced JS	19	4
TN	14	Unbalanced JS	19	2155
TP	14	Unbalanced JS	19	542
FN	14	Unbalanced JS	20	3424
FP	14	Unbalanced JS	20	0
TN	14	Unbalanced JS	20	2159
TP	14	Unbalanced JS	20	200
FN	14	Unbalanced JS	21	2712
FP	14	Unbalanced JS	21	31
TN	14	Unbalanced JS	21	2130
TP	14	Unbalanced JS	21	937
FN	14	Unbalanced JS	22	3447
FP	14	Unbalanced JS	22	0
TN	14	Unbalanced JS	22	2155
TP	14	Unbalanced JS	22	182
FN	14	Unbalanced JS	23	3192
FP	14	Unbalanced JS	23	1
TN	14	Unbalanced JS	23	2160
TP	14	Unbalanced JS	23	456
FN	14	Unbalanced JS	24	3476
FP	14	Unbalanced JS	24	0
TN	14	Unbalanced JS	24	2157
TP	14	Unbalanced JS	24	147
FN	14	Unbalanced JS	25	3122
FP	14	Unbalanced JS	25	23
TN	14	Unbalanced JS	25	2141
TP	14	Unbalanced JS	25	526
FN	14	Unbalanced JS	26	2902
FP	14	Unbalanced JS	26	128
TN	14	Unbalanced JS	26	2030
TP	14	Unbalanced JS	26	728
FN	14	Unbalanced JS	27	3196
FP	14	Unbalanced JS	27	1
TN	14	Unbalanced JS	27	2161
TP	14	Unbalanced JS	27	452
FN	14	Unbalanced JS	28	3342
FP	14	Unbalanced JS	28	7
TN	14	Unbalanced JS	28	2143
TP	14	Unbalanced JS	28	282
FN	14	Unbalanced JS	29	3041
FP	14	Unbalanced JS	29	37
TN	14	Unbalanced JS	29	2124
TP	14	Unbalanced JS	29	606
FN	14	Unbalanced JS	30	3478
FP	14	Unbalanced JS	30	0
TN	14	Unbalanced JS	30	2146
TP	14	Unbalanced JS	30	145
FN	14	Unbalanced OLS	1	3372
FP	14	Unbalanced OLS	1	7
TN	14	Unbalanced OLS	1	2156
TP	14	Unbalanced OLS	1	276
FN	14	Unbalanced OLS	2	3430
FP	14	Unbalanced OLS	2	0
TN	14	Unbalanced OLS	2	2158
TP	14	Unbalanced OLS	2	202
FN	14	Unbalanced OLS	3	3334
FP	14	Unbalanced OLS	3	4
TN	14	Unbalanced OLS	3	2158
TP	14	Unbalanced OLS	3	312
FN	14	Unbalanced OLS	4	3258
FP	14	Unbalanced OLS	4	8
TN	14	Unbalanced OLS	4	2140
TP	14	Unbalanced OLS	4	361
FN	14	Unbalanced OLS	5	3178
FP	14	Unbalanced OLS	5	5
TN	14	Unbalanced OLS	5	2157
TP	14	Unbalanced OLS	5	470
FN	14	Unbalanced OLS	6	3445
FP	14	Unbalanced OLS	6	1
TN	14	Unbalanced OLS	6	2158
TP	14	Unbalanced OLS	6	184
FN	14	Unbalanced OLS	7	2965
FP	14	Unbalanced OLS	7	3
TN	14	Unbalanced OLS	7	2157
TP	14	Unbalanced OLS	7	682
FN	14	Unbalanced OLS	8	3389
FP	14	Unbalanced OLS	8	0
TN	14	Unbalanced OLS	8	2151
TP	14	Unbalanced OLS	8	239
FN	14	Unbalanced OLS	9	2698
FP	14	Unbalanced OLS	9	50
TN	14	Unbalanced OLS	9	2113
TP	14	Unbalanced OLS	9	949
FN	14	Unbalanced OLS	10	3456
FP	14	Unbalanced OLS	10	0
TN	14	Unbalanced OLS	10	2150
TP	14	Unbalanced OLS	10	167
FN	14	Unbalanced OLS	11	2326
FP	14	Unbalanced OLS	11	283
TN	14	Unbalanced OLS	11	1877
TP	14	Unbalanced OLS	11	1321
FN	14	Unbalanced OLS	12	3432
FP	14	Unbalanced OLS	12	4
TN	14	Unbalanced OLS	12	2149
TP	14	Unbalanced OLS	12	195
FN	14	Unbalanced OLS	13	2776
FP	14	Unbalanced OLS	13	5
TN	14	Unbalanced OLS	13	2155
TP	14	Unbalanced OLS	13	872
FN	14	Unbalanced OLS	14	3547
FP	14	Unbalanced OLS	14	1
TN	14	Unbalanced OLS	14	2151
TP	14	Unbalanced OLS	14	77
FN	14	Unbalanced OLS	15	3007
FP	14	Unbalanced OLS	15	6
TN	14	Unbalanced OLS	15	2155
TP	14	Unbalanced OLS	15	642
FN	14	Unbalanced OLS	16	2608
FP	14	Unbalanced OLS	16	295
TN	14	Unbalanced OLS	16	1855
TP	14	Unbalanced OLS	16	1014
FN	14	Unbalanced OLS	17	2170
FP	14	Unbalanced OLS	17	550
TN	14	Unbalanced OLS	17	1608
TP	14	Unbalanced OLS	17	1477
FN	14	Unbalanced OLS	18	3489
FP	14	Unbalanced OLS	18	0
TN	14	Unbalanced OLS	18	2155
TP	14	Unbalanced OLS	18	136
FN	14	Unbalanced OLS	19	3241
FP	14	Unbalanced OLS	19	1
TN	14	Unbalanced OLS	19	2158
TP	14	Unbalanced OLS	19	408
FN	14	Unbalanced OLS	20	3488
FP	14	Unbalanced OLS	20	0
TN	14	Unbalanced OLS	20	2159
TP	14	Unbalanced OLS	20	136
FN	14	Unbalanced OLS	21	2801
FP	14	Unbalanced OLS	21	21
TN	14	Unbalanced OLS	21	2140
TP	14	Unbalanced OLS	21	848
FN	14	Unbalanced OLS	22	3491
FP	14	Unbalanced OLS	22	0
TN	14	Unbalanced OLS	22	2155
TP	14	Unbalanced OLS	22	138
FN	14	Unbalanced OLS	23	3270
FP	14	Unbalanced OLS	23	0
TN	14	Unbalanced OLS	23	2161
TP	14	Unbalanced OLS	23	378
FN	14	Unbalanced OLS	24	3520
FP	14	Unbalanced OLS	24	0
TN	14	Unbalanced OLS	24	2157
TP	14	Unbalanced OLS	24	103
FN	14	Unbalanced OLS	25	3161
FP	14	Unbalanced OLS	25	15
TN	14	Unbalanced OLS	25	2149
TP	14	Unbalanced OLS	25	487
FN	14	Unbalanced OLS	26	3136
FP	14	Unbalanced OLS	26	40
TN	14	Unbalanced OLS	26	2118
TP	14	Unbalanced OLS	26	494
FN	14	Unbalanced OLS	27	3307
FP	14	Unbalanced OLS	27	1
TN	14	Unbalanced OLS	27	2161
TP	14	Unbalanced OLS	27	341
FN	14	Unbalanced OLS	28	3405
FP	14	Unbalanced OLS	28	9
TN	14	Unbalanced OLS	28	2141
TP	14	Unbalanced OLS	28	219
FN	14	Unbalanced OLS	29	3122
FP	14	Unbalanced OLS	29	29
TN	14	Unbalanced OLS	29	2132
TP	14	Unbalanced OLS	29	525
FN	14	Unbalanced OLS	30	3516
FP	14	Unbalanced OLS	30	5
TN	14	Unbalanced OLS	30	2141
TP	14	Unbalanced OLS	30	107
FN	16	Balanced	1	2056
FP	16	Balanced	1	6
TN	16	Balanced	1	2151
TP	16	Balanced	1	1593
FN	16	Balanced	2	2551
FP	16	Balanced	2	0
TN	16	Balanced	2	2150
TP	16	Balanced	2	1096
FN	16	Balanced	3	2415
FP	16	Balanced	3	3
TN	16	Balanced	3	2149
TP	16	Balanced	3	1232
FN	16	Balanced	4	1868
FP	16	Balanced	4	10
TN	16	Balanced	4	2152
TP	16	Balanced	4	1784
FN	16	Balanced	5	1657
FP	16	Balanced	5	63
TN	16	Balanced	5	2098
TP	16	Balanced	5	1993
FN	16	Balanced	6	2430
FP	16	Balanced	6	2
TN	16	Balanced	6	2157
TP	16	Balanced	6	1220
FN	16	Balanced	7	2831
FP	16	Balanced	7	0
TN	16	Balanced	7	2158
TP	16	Balanced	7	819
FN	16	Balanced	8	2626
FP	16	Balanced	8	0
TN	16	Balanced	8	2161
TP	16	Balanced	8	1025
FN	16	Balanced	9	2150
FP	16	Balanced	9	1
TN	16	Balanced	9	2159
TP	16	Balanced	9	1501
FN	16	Balanced	10	1790
FP	16	Balanced	10	11
TN	16	Balanced	10	2152
TP	16	Balanced	10	1858
FN	16	Balanced	11	2065
FP	16	Balanced	11	5
TN	16	Balanced	11	2152
TP	16	Balanced	11	1583
FN	16	Balanced	12	2179
FP	16	Balanced	12	3
TN	16	Balanced	12	2159
TP	16	Balanced	12	1470
FN	16	Balanced	13	833
FP	16	Balanced	13	183
TN	16	Balanced	13	1979
TP	16	Balanced	13	2816
FN	16	Balanced	14	2299
FP	16	Balanced	14	4
TN	16	Balanced	14	2158
TP	16	Balanced	14	1353
FN	16	Balanced	15	1856
FP	16	Balanced	15	57
TN	16	Balanced	15	2104
TP	16	Balanced	15	1795
FN	16	Balanced	16	1859
FP	16	Balanced	16	13
TN	16	Balanced	16	2150
TP	16	Balanced	16	1792
FN	16	Balanced	17	2008
FP	16	Balanced	17	35
TN	16	Balanced	17	2124
TP	16	Balanced	17	1642
FN	16	Balanced	18	2218
FP	16	Balanced	18	4
TN	16	Balanced	18	2155
TP	16	Balanced	18	1429
FN	16	Balanced	19	2042
FP	16	Balanced	19	20
TN	16	Balanced	19	2131
TP	16	Balanced	19	1606
FN	16	Balanced	20	1978
FP	16	Balanced	20	35
TN	16	Balanced	20	2127
TP	16	Balanced	20	1672
FN	16	Balanced	21	1642
FP	16	Balanced	21	22
TN	16	Balanced	21	2135
TP	16	Balanced	21	2005
FN	16	Balanced	22	2647
FP	16	Balanced	22	2
TN	16	Balanced	22	2155
TP	16	Balanced	22	1001
FN	16	Balanced	23	1243
FP	16	Balanced	23	180
TN	16	Balanced	23	1979
TP	16	Balanced	23	2405
FN	16	Balanced	24	1006
FP	16	Balanced	24	74
TN	16	Balanced	24	2086
TP	16	Balanced	24	2644
FN	16	Balanced	25	1617
FP	16	Balanced	25	34
TN	16	Balanced	25	2125
TP	16	Balanced	25	2033
FN	16	Balanced	26	2427
FP	16	Balanced	26	0
TN	16	Balanced	26	2155
TP	16	Balanced	26	1223
FN	16	Balanced	27	2324
FP	16	Balanced	27	25
TN	16	Balanced	27	2135
TP	16	Balanced	27	1323
FN	16	Balanced	28	2081
FP	16	Balanced	28	10
TN	16	Balanced	28	2152
TP	16	Balanced	28	1567
FN	16	Balanced	29	2249
FP	16	Balanced	29	9
TN	16	Balanced	29	2149
TP	16	Balanced	29	1401
FN	16	Balanced	30	2203
FP	16	Balanced	30	40
TN	16	Balanced	30	2119
TP	16	Balanced	30	1448
FN	16	Unbalanced JS	1	3223
FP	16	Unbalanced JS	1	3
TN	16	Unbalanced JS	1	2159
TP	16	Unbalanced JS	1	425
FN	16	Unbalanced JS	2	2087
FP	16	Unbalanced JS	2	878
TN	16	Unbalanced JS	2	1281
TP	16	Unbalanced JS	2	1544
FN	16	Unbalanced JS	3	2934
FP	16	Unbalanced JS	3	2
TN	16	Unbalanced JS	3	2158
TP	16	Unbalanced JS	3	714
FN	16	Unbalanced JS	4	3407
FP	16	Unbalanced JS	4	6
TN	16	Unbalanced JS	4	2147
TP	16	Unbalanced JS	4	216
FN	16	Unbalanced JS	5	3296
FP	16	Unbalanced JS	5	4
TN	16	Unbalanced JS	5	2155
TP	16	Unbalanced JS	5	352
FN	16	Unbalanced JS	6	2881
FP	16	Unbalanced JS	6	135
TN	16	Unbalanced JS	6	2019
TP	16	Unbalanced JS	6	748
FN	16	Unbalanced JS	7	2658
FP	16	Unbalanced JS	7	6
TN	16	Unbalanced JS	7	2158
TP	16	Unbalanced JS	7	992
FN	16	Unbalanced JS	8	3311
FP	16	Unbalanced JS	8	0
TN	16	Unbalanced JS	8	2159
TP	16	Unbalanced JS	8	310
FN	16	Unbalanced JS	9	3055
FP	16	Unbalanced JS	9	2
TN	16	Unbalanced JS	9	2157
TP	16	Unbalanced JS	9	592
FN	16	Unbalanced JS	10	3354
FP	16	Unbalanced JS	10	0
TN	16	Unbalanced JS	10	2157
TP	16	Unbalanced JS	10	276
FN	16	Unbalanced JS	11	2991
FP	16	Unbalanced JS	11	5
TN	16	Unbalanced JS	11	2157
TP	16	Unbalanced JS	11	657
FN	16	Unbalanced JS	12	3408
FP	16	Unbalanced JS	12	0
TN	16	Unbalanced JS	12	2151
TP	16	Unbalanced JS	12	216
FN	16	Unbalanced JS	13	3080
FP	16	Unbalanced JS	13	3
TN	16	Unbalanced JS	13	2159
TP	16	Unbalanced JS	13	566
FN	16	Unbalanced JS	14	3255
FP	16	Unbalanced JS	14	3
TN	16	Unbalanced JS	14	2144
TP	16	Unbalanced JS	14	365
FN	16	Unbalanced JS	15	3011
FP	16	Unbalanced JS	15	72
TN	16	Unbalanced JS	15	2088
TP	16	Unbalanced JS	15	637
FN	16	Unbalanced JS	16	3413
FP	16	Unbalanced JS	16	0
TN	16	Unbalanced JS	16	2154
TP	16	Unbalanced JS	16	213
FN	16	Unbalanced JS	17	2654
FP	16	Unbalanced JS	17	190
TN	16	Unbalanced JS	17	1974
TP	16	Unbalanced JS	17	994
FN	16	Unbalanced JS	18	3372
FP	16	Unbalanced JS	18	5
TN	16	Unbalanced JS	18	2147
TP	16	Unbalanced JS	18	252
FN	16	Unbalanced JS	19	3393
FP	16	Unbalanced JS	19	21
TN	16	Unbalanced JS	19	2141
TP	16	Unbalanced JS	19	254
FN	16	Unbalanced JS	20	3473
FP	16	Unbalanced JS	20	0
TN	16	Unbalanced JS	20	2153
TP	16	Unbalanced JS	20	152
FN	16	Unbalanced JS	21	3279
FP	16	Unbalanced JS	21	12
TN	16	Unbalanced JS	21	2150
TP	16	Unbalanced JS	21	368
FN	16	Unbalanced JS	22	2958
FP	16	Unbalanced JS	22	48
TN	16	Unbalanced JS	22	2103
TP	16	Unbalanced JS	22	668
FN	16	Unbalanced JS	23	3066
FP	16	Unbalanced JS	23	54
TN	16	Unbalanced JS	23	2110
TP	16	Unbalanced JS	23	584
FN	16	Unbalanced JS	24	2952
FP	16	Unbalanced JS	24	2
TN	16	Unbalanced JS	24	2151
TP	16	Unbalanced JS	24	674
FN	16	Unbalanced JS	25	2931
FP	16	Unbalanced JS	25	26
TN	16	Unbalanced JS	25	2135
TP	16	Unbalanced JS	25	715
FN	16	Unbalanced JS	26	3455
FP	16	Unbalanced JS	26	2
TN	16	Unbalanced JS	26	2149
TP	16	Unbalanced JS	26	172
FN	16	Unbalanced JS	27	3179
FP	16	Unbalanced JS	27	2
TN	16	Unbalanced JS	27	2163
TP	16	Unbalanced JS	27	470
FN	16	Unbalanced JS	28	3399
FP	16	Unbalanced JS	28	0
TN	16	Unbalanced JS	28	2150
TP	16	Unbalanced JS	28	225
FN	16	Unbalanced JS	29	2484
FP	16	Unbalanced JS	29	167
TN	16	Unbalanced JS	29	1996
