run_accession	fastq_ftp	lane	Sample_ID
ERR459178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459178/ERR459178.fastq.gz	7	SA-PE-022
ERR459179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459179/ERR459179.fastq.gz	1	SA-PE-044
ERR459180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459180/ERR459180.fastq.gz	2	SA-PE-044
ERR459181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459181/ERR459181.fastq.gz	3	SA-PE-044
ERR459182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459182/ERR459182.fastq.gz	4	SA-PE-044
ERR459183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459183/ERR459183.fastq.gz	5	SA-PE-044
ERR459184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459184/ERR459184.fastq.gz	6	SA-PE-044
ERR459185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459185/ERR459185.fastq.gz	7	SA-PE-044
ERR459186	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459186/ERR459186.fastq.gz	1	SA-PE-094
ERR459187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459187/ERR459187.fastq.gz	2	SA-PE-094
ERR459188	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459188/ERR459188.fastq.gz	3	SA-PE-094
ERR459189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459189/ERR459189.fastq.gz	4	SA-PE-094
ERR459190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459190/ERR459190.fastq.gz	5	SA-PE-094
ERR459191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459191/ERR459191.fastq.gz	6	SA-PE-094
ERR459192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459192/ERR459192.fastq.gz	7	SA-PE-094
ERR459193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459193/ERR459193.fastq.gz	1	SA-PE-017
ERR459194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459194/ERR459194.fastq.gz	2	SA-PE-017
ERR459195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459195/ERR459195.fastq.gz	3	SA-PE-017
ERR459196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459196/ERR459196.fastq.gz	4	SA-PE-017
ERR459197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459197/ERR459197.fastq.gz	5	SA-PE-017
ERR459198	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459198/ERR459198.fastq.gz	6	SA-PE-017
ERR459199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459199/ERR459199.fastq.gz	7	SA-PE-017
ERR459200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459200/ERR459200.fastq.gz	1	SA-PE-085
ERR459201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459201/ERR459201.fastq.gz	2	SA-PE-085
ERR459202	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459202/ERR459202.fastq.gz	3	SA-PE-085
ERR459203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459203/ERR459203.fastq.gz	4	SA-PE-085
ERR459204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459204/ERR459204.fastq.gz	5	SA-PE-085
ERR459205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459205/ERR459205.fastq.gz	6	SA-PE-085
ERR459206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459206/ERR459206.fastq.gz	7	SA-PE-085
